club,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Real Madrid,22711.62,46187.65,45708.159999999996,46234.21,45419.83,44980.78,45266.12,46037.72,46395.81,45199.32,46401.42,47898.6,49665.24,48663.9,49451.97,49412.2,49314.94,49347.42,48041.14,44955.159999999996,45683.78,46272.92,47263.01,46403.81,47466.07,9796.4
Real Madrid B,0.0,0.0,0.0,0.0,0.0,16639.88,37259.27,20157.93,0.0,0.0,0.0,0.0,17916.1,36626.9,20230.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18084.13,19161.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Recreativo,18479.670000000002,38708.58,39174.91,39749.08,39748.07,39564.19,40730.17,42500.64,41477.63,39571.12,37480.02,37638.72,37463.88,36661.58,37158.54,19303.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Star,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16218.869999999999,33967.27,17942.2,16185.380000000001,16983.26,0.0,0.0,0.0,0.0,14929.4,6776.35
Regensburg,0.0,0.0,0.0,16651.11,18046.489999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16760.88,17743.01,0.0,0.0,0.0,16598.84,34131.3,35141.55,35082.27,34978.93,34221.25,18051.07,14924.800000000001,6518.46
Reggiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8321.41,17584.51,0.0,16462.14,33914.99,7120.01
Reggina,19658.9,38680.77,38655.16,39192.36,38584.96,38827.13,38433.18,39288.13,38907.82,37527.63,35693.81,35039.68,34243.63,33142.78,17241.78,0.0,0.0,0.0,0.0,0.0,8310.42,34107.36,33228.4,18511.21,0.0,0.0
Reims,0.0,0.0,17226.46,18320.77,15896.03,34645.37,35565.11,34941.81,34058.15,18519.61,17138.87,35250.95,36291.32,37179.98,37275.81,37074.55,36541.75,35858.05,37538.51,38270.01,38446.68,38035.83,38353.55,38965.69,39394.86,8084.03
Rennes,19782.67,40011.44,39030.13,38648.130000000005,40243.23,40956.83,40307.18,40826.33,40023.76,41200.7,41025.7,40141.18,39384.63,38259.79,37768.08,37979.28,38200.42,38275.4,38694.94,38820.61,39592.85,39175.09,41225.32,40888.0,40730.46,8232.4
Resita,1178.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reus Deportiu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18126.09,36304.340000000004,35766.42,18929.55,0.0,0.0,0.0,0.0,0.0,0.0
Reutlingen,15899.19,36122.57,36443.39,19112.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ried,17997.27,35616.62,34185.55,18241.94,0.0,15855.460000000001,34772.48,34443.65,32812.97,34518.25,34331.17,34851.86,34638.67,34066.0,33737.83,33858.35,34258.97,18173.75,0.0,0.0,9684.24,33071.97,33130.86,17180.13,0.0,0.0
Rimini,0.0,0.0,0.0,0.0,0.0,15882.64,34976.29,36624.020000000004,37188.59,19414.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rio Ave,1365.79,0.0,0.0,16679.08,35631.8,36708.83,19323.25,0.0,17401.75,34769.65,35235.64,36534.33,36542.4,36311.48,35539.17,35773.340000000004,35680.4,35852.7,35665.19,35597.35,36509.07,19453.94,17108.23,34389.91,34773.63,7361.59
Rizespor,14721.720000000001,33302.0,18139.32,16765.72,34944.61,34977.35,34309.38,34300.08,18392.18,0.0,0.0,0.0,0.0,16691.62,34808.97,34707.88,33847.16,18194.77,16397.11,33656.909999999996,32603.46,32162.79,17300.58,16184.19,32795.58,6832.4
Rocar Bucuresti,15049.94,16170.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roda,18594.14,37271.04,37789.22,37425.49,37750.34,37259.34,37240.72,37440.46,35979.87,33899.99,35025.78,36222.26,35332.06,34023.13,17646.3,12077.89,32118.87,31845.0,16840.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15931.58,31908.25,32647.95,32659.31,32867.62,34474.26,7173.02
Roeselare,0.0,0.0,0.0,0.0,0.0,14643.86,32885.23,32666.25,31984.04,31568.36,17339.02,0.0,0.0,0.0,0.0,0.0,0.0,9534.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roma,21578.61,44037.23,44383.71,43114.11,43111.93,40530.43,42476.99,43595.73,44459.55,42973.57,43188.090000000004,40730.98,39709.89,40301.76,42567.3,42253.43,42769.61,44024.76,44030.93,42091.85,41908.21,41962.19,41680.73,42611.85,43050.46,8871.02
Roosendaal,14942.29,16862.61,16426.96,33946.49,34174.37,33490.69,17189.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rosenborg,20168.68,39483.12,39118.56,39475.89,38920.74,37091.17,36803.56,36940.87,36841.1,36789.909999999996,37464.24,35897.01,35337.49,36168.63,35179.1,36119.36,36906.29,36321.270000000004,36312.57,35598.74,35413.72,35263.37,35558.47,34331.7,33793.67,7270.8
Ross County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14642.53,30995.8,29700.41,29826.99,29751.33,29491.46,15021.960000000001,14750.03,29645.86,29404.52,30613.43,29431.8,29339.77,6335.83
Rostov,17013.13,33374.45,32491.27,32324.57,32708.7,33767.08,34966.36,34452.15,1391.53,35213.14,35648.14,35756.15,35462.61,36107.020000000004,36524.52,36636.61,39478.83,40227.55,38779.89,37623.53,36719.38,34995.67,35216.26,35761.44,35348.37,7373.65
Rotherham,0.0,16733.829999999998,34232.33,34186.6,33996.28,17784.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17001.44,33186.47,33325.520000000004,16852.37,16502.89,17932.12,9648.95,18287.52,17230.88,34423.3,17512.12,0.0
Rotor Volgograd,16878.53,33063.24,33142.6,32589.75,32462.16,1377.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11967.880000000001,17141.92,0.0,0.0,0.0,0.0
Rovaniemi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27882.57,1176.65,28822.65,1204.88,0.0,28148.850000000002,1172.26,0.0,0.0,0.0,0.0,0.0
Rubin Kazan,0.0,0.0,0.0,32441.65,34568.25,36361.21,37656.29,36851.98,37611.54,39497.57,41336.84,41112.909999999996,40349.81,40631.83,39232.29,38939.37,37854.92,37500.29,37747.21,36513.67,35077.23,35652.65,18534.4,16505.23,34131.72,7205.45
Ruch,17693.7,35376.54,34690.49,18875.26,0.0,0.0,0.0,15149.07,30641.57,31125.53,31831.27,31932.57,33510.89,31805.15,32258.91,32602.39,31475.38,16693.3,0.0,0.0,0.0,0.0,0.0,15303.71,16649.06,0.0
Saarbrucken,15909.25,34904.43,18429.37,0.0,15520.41,33549.56,18038.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sabadell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16499.52,36041.06,35762.01,36489.59,19342.93,0.0,0.0,0.0,0.0,9995.23,18843.99,0.0,0.0,0.0,0.0
Sageata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15772.86,17115.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sakaryaspor,0.0,0.0,0.0,0.0,15052.49,18133.73,15120.8,17355.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salamanca,19286.03,38525.06,37739.36,38568.18,38540.69,19951.63,17152.98,37887.41,38592.2,38005.659999999996,36545.9,19103.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salernitana,18769.97,36087.02,36082.02,33815.22,33534.28,18716.72,0.0,0.0,17270.74,33911.37,17617.7,0.0,0.0,0.0,0.0,16475.25,33027.41,33907.85,33902.05,32185.51,33368.29,35031.2,35596.57,37811.55,36634.82,7265.4
Salgueiros,16825.47,33551.16,17837.899999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salzburg,18103.31,36100.48,35057.85,34988.4,34555.24,34614.53,36616.88,37203.47,36168.39,36957.56,38350.38,37204.02,37562.02,38372.01,40065.24,39328.32,39324.37,40645.13,41879.98,42700.25,42160.67,41959.38,42198.07,41270.03,39567.12,7752.93
Sampdoria,19511.35,38485.7,37028.64,38209.14,38925.77,40945.6,39579.49,39166.41,40560.17,40087.28,40911.36,37337.68,36615.43,37087.53,37919.08,39230.86,37929.57,38538.6,38959.73,38551.51,38109.3,39023.7,37511.67,36203.44,35720.84,7320.1900000000005
Samsunspor,17310.89,34279.01,33409.92,33403.13,35628.39,34429.24,18292.52,0.0,0.0,0.0,0.0,14841.43,17918.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15827.57,32962.78,7157.58
Sandecja Nowy Sacz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15406.61,16161.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandefjord,0.0,0.0,0.0,0.0,0.0,0.0,32963.76,31872.17,1285.7,32372.4,30994.47,1214.62,0.0,0.0,0.0,28137.09,1167.35,28811.44,28979.16,1234.39,29788.379999999997,30857.85,31282.940000000002,29981.09,31356.05,6637.780000000001
Sandhausen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16742.89,33440.479999999996,34071.68,34907.57,34340.46,34855.53,33983.32,34300.96,35012.72,33824.61,34309.22,18129.42,0.0,0.0
Sandnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29783.64,30609.41,29127.23,1183.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Clara,1351.9,16541.69,33701.12,18576.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16540.12,34174.19,34633.78,35493.55,35523.41,18401.87,15671.470000000001,7300.82
Santander,20942.399999999998,41305.24,40765.0,41317.18,41199.24,40256.2,40726.36,42229.14,42634.15,41422.7,39963.12,39883.9,38811.62,19677.85,18068.68,19524.49,0.0,0.0,0.0,17228.34,24400.72,0.0,17197.53,35526.07,36639.06,7660.41
Sarpsborg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30167.73,1189.83,29888.98,29966.11,30519.27,31142.59,31994.27,33085.64,32854.85,31757.5,31750.3,32761.95,32922.84,32608.8,6816.88
Sassuolo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17525.35,35558.96,36093.7,34527.45,36344.92,36888.99,36574.04,38507.22,39797.75,38568.49,38388.93,37790.59,38947.39,40271.17,39614.0,39648.909999999996,38448.79,8165.27
Saturn Ramenskoje,16854.93,34346.42,35304.770000000004,34820.66,34861.520000000004,36150.98,36666.31,36678.35,37203.45,36954.36,37247.94,1562.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Savoia,1426.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schalke 04,19938.66,41739.18,42847.26,40851.93,40256.05,41304.45,42214.49,42425.37,42465.45,41479.39,42520.91,42361.34,43345.4,42743.49,43170.59,41726.35,41302.19,41332.6,41376.31,40115.58,39453.72,36818.95,37441.44,37493.94,35748.83,7261.09
Schweinfurt,0.0,17496.9,18297.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scunthorpe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17090.64,18436.760000000002,16938.35,34000.14,17760.670000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sedan,19774.87,40027.72,39157.64,37399.1,37711.49,37594.25,38067.95,37803.840000000004,36496.33,35989.13,36305.31,36300.979999999996,35757.43,18556.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seinajoki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28652.52,28497.52,28384.379999999997,1172.06,0.0,0.0,0.0,29729.75,1251.75,0.0,0.0
Sepsi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15465.79,31068.08,31578.18,32230.489999999998,32707.329999999998,32322.670000000002,32250.67,32322.2,6831.08
Seraing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16090.28,31077.08,16810.75,0.0,0.0
Sete,0.0,0.0,0.0,0.0,0.0,15877.79,17908.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Setubal,1402.52,16606.84,34034.340000000004,18591.25,15910.27,35608.3,35652.42,34965.09,36669.74,34692.68,34608.840000000004,35661.14,35391.09,34369.84,35271.8,34382.61,33654.06,33575.2,33219.18,33697.04,25325.13,0.0,0.0,0.0,0.0,0.0
Sevilla,19614.05,40507.34,41985.94,42592.9,43314.66,42633.54,44620.2,45707.51,45258.97,44297.32,42624.97,41783.61,42058.99,41638.68,43692.77,44942.99,44042.17,43713.23,42481.71,42498.04,43701.46,44291.0,43263.99,41713.64,40174.479999999996,8314.2
Sevilla B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18510.59,36908.69,18279.57,0.0,0.0,0.0,0.0,0.0,0.0,18112.989999999998,35906.99,18429.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sheffield United,17628.02,35837.83,35529.7,36705.64,35961.71,36699.4,37834.38,38609.74,37941.81,38102.46,36421.99,18373.35,0.0,0.0,0.0,0.0,0.0,16902.88,35333.23,38685.48,40602.04,38473.19,38331.14,39044.04,37363.54,7991.07
Sheffield Weds,18544.37,35336.88,33876.68,18174.07,0.0,15222.21,34239.8,36278.04,36591.96,35783.82,18501.45,0.0,16564.56,34347.18,35341.52,34884.4,36597.06,36722.98,35514.72,36407.21,35323.53,18636.64,0.0,16704.64,34418.81,7417.1
Shinnik Jaroslawl,0.0,0.0,31733.48,33712.36,35100.87,36468.09,35198.57,1374.36,33923.41,1417.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siegen,0.0,0.0,0.0,0.0,0.0,15424.15,17716.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siena,16265.85,35248.01,35489.85,38155.47,37908.97,38860.42,38797.729999999996,38230.2,39436.93,38983.28,37861.97,37176.76,37647.33,36799.84,19684.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siirt Jet-PA,14311.05,16879.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Silkeborg,17682.08,35023.77,33956.2,18014.649999999998,14160.98,31606.22,31574.56,16885.56,0.0,16262.84,33214.42,33763.06,33240.770000000004,17370.2,15608.78,16233.81,15439.029999999999,31691.67,16825.71,14739.65,21129.12,16055.27,34343.19,34691.71,34986.8,7293.63
Sivasspor,0.0,0.0,0.0,0.0,0.0,15446.24,33667.74,35159.700000000004,38058.090000000004,38045.95,35157.44,34203.71,35502.96,35936.77,36577.62,35293.27,18284.16,16673.63,34603.34,34339.94,35209.92,35247.63,34780.92,34621.74,34305.73,6928.99
Slask,14603.29,32773.52,17415.02,0.0,0.0,0.0,0.0,0.0,15097.26,31465.14,31031.36,32965.07,34010.7,33118.96,32802.72,33655.69,32729.51,31800.36,31374.62,31493.559999999998,32120.55,32542.85,31292.42,32052.07,33946.1,6758.77
Sochaux,19198.71,39623.87,39664.51,40661.33,41944.6,40657.020000000004,39909.159999999996,39576.11,38520.38,38784.3,38378.86,39240.58,37567.18,37026.28,36456.84,35410.0,34265.13,33905.84,33129.29,32245.29,32741.31,33782.8,35391.56,18996.37,0.0,0.0
Sochi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16952.28,34792.77,36360.73,36903.2,34880.17,18086.65,0.0
Sociedad,21117.579999999998,41872.8,42338.43,44160.71,42665.74,41318.67,40553.23,40663.19,40223.33,39302.65,39117.34,39249.87,40528.1,42785.43,42847.17,41755.63,42011.16,42334.62,41373.11,41545.41,42232.56,42272.48,42046.81,42806.99,42311.74,8626.84
Sociedad B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17396.63,18500.15,0.0,0.0,0.0
Sogndal,0.0,31832.26,32035.0,33000.07,32704.55,1333.81,0.0,0.0,0.0,0.0,0.0,30747.88,31423.57,31676.47,29938.36,1192.98,30179.0,30109.99,1259.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sokol Saratov,0.0,32379.72,31625.51,1299.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SonderjyskE,13801.86,16058.310000000001,0.0,0.0,0.0,13693.9,16027.0,0.0,15780.67,32371.19,33493.61,33431.35,32904.19,32660.12,32985.74,32916.76,34570.03,34394.63,33384.86,31960.51,31824.25,32202.82,16780.27,0.0,14703.28,6642.41
Sosnowiec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14828.92,15236.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14821.12,15560.99,0.0,0.0,0.0,0.0,0.0,0.0
Southampton,19506.05,39847.91,40156.9,40383.61,39823.6,39091.94,36668.41,37397.2,36009.72,18741.98,0.0,16131.17,37038.97,39245.57,41224.19,41352.07,42074.5,40644.94,39487.74,39947.81,40969.25,41048.11,40566.5,39072.93,38430.68,7769.6900000000005
Southend,0.0,0.0,0.0,0.0,0.0,0.0,15273.05,18341.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sp Braga,17750.38,35984.04,35556.1,35628.6,36506.67,38050.92,38303.93,38947.02,38661.73,39490.15,40883.55,41180.79,41351.77,39141.37,37429.88,38119.21,38414.19,37668.6,39069.659999999996,39006.36,38891.46,39371.47,39649.38,40244.67,39488.84,8238.94
Sp Gijon,19097.84,38602.88,38747.95,38684.14,39494.61,38195.98,38160.09,38518.02,39338.81,39337.41,38962.55,39868.79,39616.19,38314.29,38600.86,40164.14,40157.08,38853.09,38190.08,37122.92,36740.11,37013.48,35808.44,35546.63,36254.86,7490.0
Sp Lisbon,19725.38,38578.52,40051.24,39351.81,39828.36,40349.99,40666.6,41624.4,41272.7,41162.13,40567.91,40431.36,40576.93,38857.98,40087.91,40876.06,41553.04,40771.16,41167.88,41069.95,39421.24,41265.2,42228.36,42084.62,43485.19,9036.39
Spal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16974.72,35983.51,36993.41,36877.04,35554.46,34559.520000000004,33493.98,18166.27,0.0,0.0
Sparta Rotterdam,16696.16,32807.42,17826.71,0.0,0.0,15231.61,33789.2,34020.39,33175.98,33534.22,17482.73,0.0,0.0,0.0,0.0,0.0,15862.369999999999,31489.510000000002,16466.66,16350.93,33139.87,34062.450000000004,35326.01,36966.41,35827.94,7227.12
Spartak Moskva,20401.27,40117.52,38095.98,35654.93,35020.66,36980.78,39087.0,39807.69,39581.25,38683.94,39176.31,39991.13,40440.28,40007.22,39190.93,38707.6,38983.66,40041.41,40375.84,37930.35,36726.27,36716.73,36768.79,37011.29,36863.04,7952.95
Spartak Nalchik,0.0,0.0,0.0,0.0,0.0,0.0,34756.64,35130.99,35529.8,35620.03,37466.08,36965.84,19174.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spezia,0.0,0.0,0.0,0.0,0.0,0.0,16346.17,35132.17,18472.82,0.0,0.0,0.0,16233.26,32917.37,33932.87,35245.93,35017.35,34604.58,34397.46,33702.59,35017.5,36559.91,36575.75,36548.51,35507.7,7704.62
Sportul,0.0,13804.130000000001,28303.97,15875.880000000001,14102.07,32789.23,19489.63,0.0,0.0,0.0,15207.19,30019.72,16335.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
St Etienne,19481.14,38220.340000000004,36103.69,35687.770000000004,38009.34,40611.19,39968.88,39550.08,39591.64,39176.28,39026.04,39076.34,39323.04,40099.98,40322.840000000004,40686.47,39762.93,39313.65,38484.85,39295.06,37410.87,37061.61,36038.21,34768.53,35930.65,7547.08
St Johnstone,17104.93,32256.1,16439.89,0.0,0.0,0.0,0.0,0.0,0.0,14784.6,30904.46,30873.78,31225.26,32208.97,32094.9,31644.77,31440.16,31059.06,29771.309999999998,30577.88,31056.76,31373.739999999998,30294.489999999998,29581.86,29684.66,6158.01
St Mirren,14305.6,16254.460000000001,0.0,0.0,0.0,0.0,13981.43,30706.420000000002,31717.99,31382.14,30230.32,29589.86,30133.08,30223.57,29546.54,15225.14,0.0,0.0,14126.47,28541.600000000002,29685.670000000002,30609.75,30850.65,30986.91,31500.989999999998,6611.66
St Pauli,18172.35,37375.76,36800.78,18726.78,0.0,0.0,0.0,16767.42,34206.44,35320.95,37676.35,37897.57,37902.58,36754.2,35548.49,34660.04,35089.6,35452.840000000004,34498.86,34765.09,34710.94,35418.33,35986.55,37167.74,38223.3,7882.02
St Poelten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15671.51,17092.77,16221.09,32942.72,32474.23,33194.7,33127.02,17902.38,0.0,0.0,0.0,0.0
St Truiden,16724.44,33732.22,35240.18,36699.38,34969.13,33159.32,32770.44,32196.96,16933.27,16013.18,34141.29,32439.13,17417.08,0.0,0.0,16297.039999999999,32090.8,34286.65,34466.34,35703.17,34373.54,33577.02,34526.78,35220.85,35542.07,7304.66
St. Gilloise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9652.79,0.0,9586.63,0.0,16917.36,37218.7,39760.88,40314.53,8350.74
Stabaek,18515.87,36431.07,35872.84,35668.61,35241.51,1409.02,33710.33,34803.92,36433.51,36308.73,34977.58,32808.25,30309.78,1224.79,28791.44,31194.33,31195.31,30686.94,30735.14,31141.59,32169.370000000003,31820.28,1295.11,30544.25,1280.45,0.0
Stal Mielec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9680.369999999999,29946.2,30970.87,31972.25,32312.04,6734.86
Standard,18070.19,37065.13,36729.24,37278.47,38207.6,38250.83,37603.04,37820.43,38662.22,39477.83,38036.75,37995.27,38074.979999999996,37857.770000000004,37287.85,36583.63,36045.56,36208.82,36948.02,37928.73,37597.33,35093.85,33512.19,35148.11,34876.14,7316.1900000000005
Start,15549.83,1293.54,30580.78,1199.89,0.0,33222.75,34010.89,33142.229999999996,1371.29,32543.64,32590.18,31356.89,1252.97,30275.37,30538.2,29796.21,28058.17,1126.36,28475.1,1214.6,29683.35,1248.57,0.0,0.0,0.0,0.0
Steaua,17538.239999999998,35208.47,34098.22,34757.18,36941.28,38429.36,41199.7,39949.35,38836.82,37395.62,36524.81,36128.11,37140.21,39290.19,39650.01,37575.87,36746.27,37221.13,37444.67,36397.36,35903.27,34978.28,34761.69,34515.01,34766.6,7531.41
Stockport,17013.46,34637.13,17146.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stoke,0.0,0.0,16690.62,33384.2,35255.06,35324.97,35203.1,37460.1,38585.76,39312.66,39855.18,40507.61,39971.17,39672.12,40286.58,40513.3,40413.23,40074.8,38632.2,36039.22,35856.38,36233.91,35912.53,35781.69,34931.85,7218.75
Stomil,16910.52,32852.18,17117.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strasbourg,19248.3,37977.86,37590.08,37999.58,38680.04,39826.53,38956.88,38645.1,37399.32,36460.229999999996,19415.44,0.0,0.0,0.0,0.0,0.0,16358.710000000001,35090.74,35905.3,37329.61,37663.33,37701.33,39528.89,38359.82,38890.25,8229.64
Stromsgodset,0.0,31344.96,1289.44,0.0,0.0,0.0,0.0,32159.469999999998,32329.93,32019.14,32457.0,32281.32,33501.02,35221.17,34634.44,33569.08,33851.54,32474.4,32652.52,31245.81,31243.98,31363.19,32429.61,31390.26,32702.739999999998,6792.16
Sturm Graz,19723.85,39114.8,37511.79,34593.43,33471.27,34612.8,34171.99,34329.76,35054.55,35662.61,36102.93,36107.08,35161.6,33305.72,34014.26,35624.64,36123.62,36814.72,37090.66,35945.6,35334.409999999996,36711.49,37448.26,37882.74,37967.42,7918.78
Stuttgart,19797.81,39932.44,41176.46,41789.73,42314.74,41493.22,40300.49,41569.37,40641.96,41572.2,42273.78,41547.9,41907.79,40559.27,39069.64,38674.04,38658.97,38342.76,39063.08,38035.4,38023.83,39561.39,38805.36,39469.56,42672.76,8696.66
